OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
357,518142,16,21703,195,27,BKR-1586,BKR,SW ADMIRAL WAY 0420 BLOCK S SIDE ( 172) 121 FT E/O CALIFORNIA AVE SW                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/06/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT1, ,N,,"(47.58111738000008, -122.38596119299996)",-122.385961194067008,47.581117380141798
358,518143,16,21703,296,-27,BKR-2368,BKR,SW ADMIRAL WAY 0420 BLOCK N SIDE ( 273) 20 FT E/O CALIFORNIA AVE SW                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/06/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT1, ,N,,"(47.58126816200007, -122.38636695099996)",-122.386366952529002,47.581268161768797
359,518776,16,15547,210,-28,BKR-2097,BKR,N 45TH ST 0170 BLOCK S SIDE ( 197) 42 FT W/O WALLINGFORD AVE N                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.661309207000045, -122.33652122299998)",-122.336521224438002,47.661309207397593
360,518144,16,21703,126,-27,BKR-268,BKR,SW ADMIRAL WAY 0420 BLOCK N SIDE ( 103) 103 FT W/O 42ND AVE SW                                                                                                                                                                                                 ,SGL,4,N,GALV,PCC,05/28/2004 12:00:00 AM +0000,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,08/06/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT1, ,N,,"(47.58126353500006, -122.38568032299997)",-122.38568032466101,47.581263534767899
361,584717,16,20654,253,-29,BKR-3137,BKR,S LANE ST 0060 BLOCK S SIDE ( 231) 48 FT W/O MAYNARD AVE S                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,04/30/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.59659526100006, -122.32534843299999)",-122.325348434007012,47.596595260766101
362,516691,16,1957,114,-24,BKR-778,BKR,14TH AVE S 0870 BLOCK W SIDE (  91) 91 FT S/O S DONOVAN ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,04/01/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/11/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.52528128000006, -122.31502663199996)",-122.315026633300008,47.525281279836399
363,518145,16,21703,39,-27,BKR-2839,BKR,SW ADMIRAL WAY 0420 BLOCK N SIDE (  16) 16 FT W/O 42ND AVE SW                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/25/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT1, ,N,,"(47.58126116500006, -122.38532893099995)",-122.385328932709001,47.581261165170197
364,518669,16,20634,104,-17,BKR-489,BKR,S LANDER ST 0090 BLOCK S SIDE (  91) 29 FT W/O DEAD END 3                                                                                                                                                                                                      ,SGL,8,N,GALV,PCC,03/15/2001 12:00:00 AM +0000,FREE,NONE,BKR-CORA,BKR-W4508,GOOD,08/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.57945455300006, -122.32097993399998)",-122.320979935021015,47.579454553006698
365,516694,16,3590,247,-41,BKR-1876,BKR,24TH AVE NW 0550 BLOCK E SIDE ( 225) 33 FT S/O NW 56TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,03/13/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,07/31/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT6, ,N,,"(47.66935493900007, -122.38741944099996)",-122.387419442531993,47.6693549387345
366,518167,16,20598,264,25,BKR-919,BKR,S KING ST 0050 BLOCK N SIDE ( 243) 39 FT W/O 6TH AVE S                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,03/13/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,,N,SDOT,INSVC,DISTRICT2, ,N,,"(47.59842273300006, -122.32660234899998)",-122.326602350797003,47.598422733211102
367,518700,16,2756,247,37,BKR-827,BKR,2ND AVE 0130 BLOCK SW SIDE ( 230) 161 FT SE/O UNION ST                                                                                                                                                                                                         ,SGL,4,N,STSTL,PCC,,SUFMT,NONE,OTHER, ,GOOD,,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.60782015700005, -122.33773990899999)",-122.337739909866016,47.607820156941798
368,518729,16,3636,217,17,BKR-716,BKR,24TH AVE S 0210 BLOCK E SIDE ( 204) 79 FT N/O S WALKER ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,03/18/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/24/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT3, ,N,,"(47.58390882600003, -122.30156988799996)",-122.301569889537006,47.583908826004901
369,518698,16,2756,81,37,BKR-1894,BKR,2ND AVE 0130 BLOCK SW SIDE (  64) 64 FT NW/O UNIVERSITY ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.60743407800004, -122.33738669899998)",-122.337386699909004,47.607434078070199
370,574237,16,15567,243,-17,BKR-3029,BKR,N 46TH ST 0130 BLOCK S SIDE ( 230) 104 FT W/O INTERLAKE AVE N                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,11/12/2012 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-RLRCK,GOOD,,S,SDOT,PLANNED,DISTRICT4, ,N,,"(47.662078939000025, -122.34113196099997)",-122.341131962390008,47.662078939236402
371,518779,16,15551,113,-28,BKR-1615,BKR,N 45TH ST 0220 BLOCK S SIDE ( 100) 100 FT E/O BAGLEY AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,08/01/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66130187600004, -122.33209250899995)",-122.332092510639015,47.661301876053592
372,518781,16,15551,216,28,BKR-1624,BKR,N 45TH ST 0220 BLOCK N SIDE ( 203) 65 FT W/O CORLISS AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.66145334600003, -122.33167427999996)",-122.331674281341009,47.661453345607896
373,518782,16,15551,241,28,BKR-1625,BKR,N 45TH ST 0220 BLOCK N SIDE ( 228) 40 FT W/O CORLISS AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-RLTYP,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.66145284800007, -122.33157316899997)",-122.331573170836009,47.661452847779998
374,518774,16,15547,104,-28,BKR-2095,BKR,N 45TH ST 0170 BLOCK S SIDE (  91) 91 FT E/O DENSMORE E AVE N                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66130977500006, -122.33695040199996)",-122.336950403181007,47.661309774605897
375,517811,16,16757,128,-24,BKR-150,BKR,NE 41ST ST 0140 BLOCK S SIDE ( 106) 106 FT E/O UNIVERSITY WAY NE                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,04/07/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.656761775000064, -122.31273041799994)",-122.312730419410002,47.656761775350695
376,517835,16,15545,50,-28,BKR-2092,BKR,N 45TH ST 0160 BLOCK S SIDE (  37) 37 FT E/O WOODLAWN E AVE N                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66130973000003, -122.33836156299998)",-122.338361564139007,47.661309729868094
377,517812,16,16757,102,-24,BKR-1748,BKR,NE 41ST ST 0140 BLOCK S SIDE (  80) 80 FT E/O UNIVERSITY WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,03/06/2002 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.65676312900007, -122.31283552399998)",-122.312835525499011,47.656763128652095
378,518287,16,9553,439,35,BKR-2139,BKR,CALIFORNIA AVE SW 0450 BLOCK E SIDE ( 408) 219 FT N/O SW ALASKA ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.561708999000075, -122.38663541899996)",-122.386635420385005,47.561708999196092
379,517064,16,9543,193,27,BKR-2389,BKR,CALIFORNIA AVE SW 0320 BLOCK E SIDE ( 180) 180 FT S/O SW HANFORD ST                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.57509756500008, -122.38665182199998)",-122.386651823202996,47.575097564742201
380,630848,16,12903,53,29,BKR-3562,BKR,STEWART ST 0060 BLOCK NW SIDE (  32) 32 FT NE/O 6TH AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,06/01/2015 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,09/01/2016 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61378385300003, -122.33696207799994)",-122.336962079453997,47.613783853411896
381,517573,16,9073,242,-29,BKR-1891,BKR,BATTERY ST 0010 BLOCK SE SIDE ( 215) 64 FT SW/O 2ND AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/15/2009 12:00:00 AM +0000,SE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61458980400005, -122.34708063699998)",-122.347080638314011,47.614589803584494
382,517061,16,9543,142,-29,BKR-2411,BKR,CALIFORNIA AVE SW 0320 BLOCK W SIDE ( 129) 129 FT S/O SW HANFORD ST                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.57523736500008, -122.38687854799997)",-122.386878549297009,47.5752373652562
383,517062,16,9543,366,-29,BKR-2414,BKR,CALIFORNIA AVE SW 0320 BLOCK W SIDE ( 353) 279 FT N/O SW HINDS N ST                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.574623822000035, -122.38687919499995)",-122.386879196502008,47.574623821637296
384,518098,16,17273,117,23,BKR-105,BKR,NE 65TH ST 0210 BLOCK N SIDE ( 104) 67 FT W/O 22ND AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,08/13/2007 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.675839979000045, -122.30469343299995)",-122.304693434523003,47.675839978939003
385,518366,16,9539,112,29,BKR-2493,BKR,CALIFORNIA AVE SW 0230 BLOCK E SIDE (  82) 82 FT S/O SW COLLEGE ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/06/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.58268690500006, -122.38637290899999)",-122.386372910814003,47.582686905013894
386,518364,16,9539,211,-27,BKR-2382,BKR,CALIFORNIA AVE SW 0230 BLOCK W SIDE ( 181) 181 FT S/O SW COLLEGE ST                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/06/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.58241994600007, -122.38660978499996)",-122.386609786613008,47.582419945548196
387,516958,16,2763,208,34,BKR-1484,BKR,2ND AVE 0220 BLOCK SW SIDE ( 203) 203 FT NW/O BLANCHARD ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,FAIR,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.613575430000026, -122.34507744999996)",-122.345077451471994,47.6135754299426
388,518829,16,17262,67,-29,BKR-237,BKR,NE 65TH ST 0100 BLOCK S SIDE (  52) 52 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,06/27/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/30/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67574754900005, -122.317093323)",-122.317093324169008,47.675747548722804
389,518661,16,7892,47,36,BKR-992,BKR,6TH AVE 0230 BLOCK SW SIDE (  28) 28 FT NW/O BELL ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,04/14/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/17/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61670864900003, -122.34245365599998)",-122.34245365725701,47.616708649239001
390,518836,16,17262,238,29,BKR-807,BKR,NE 65TH ST 0100 BLOCK N SIDE ( 222) 163 FT W/O 12TH AVE NE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,04/16/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67590069100004, -122.31639777799995)",-122.316397779568007,47.6759006910601
391,518830,16,17262,179,29,BKR-2455,BKR,NE 65TH ST 0100 BLOCK N SIDE ( 163) 163 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67590271000006, -122.31663674599997)",-122.316636747143008,47.675902710332203
392,518288,16,9553,414,-34,BKR-2370,BKR,CALIFORNIA AVE SW 0450 BLOCK W SIDE ( 404) 228 FT N/O SW ALASKA ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.561777678000055, -122.38691478199996)",-122.386914783215005,47.561777678167402
393,518826,16,7891,100,-35,BKR-733,BKR,6TH AVE 0220 BLOCK NE SIDE (  80) 80 FT NW/O BLANCHARD ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/17/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61618187800008, -122.34112591199994)",-122.341125913834006,47.616181878364195
394,592135,16,15342,18,17,BKR-3255,BKR,N 37TH ST 0160 BLOCK N SIDE (   5) 5 FT E/O WOODLAWN AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC-PAD,11/30/2012 12:00:00 AM +0000,SUFMT, ,SDOT,BKR-RLRCK,GOOD,11/06/2012 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.65203805500005, -122.33862266599999)",-122.338622667633999,47.652038055144196
395,639712,16,9553,120,-34,BKR-3659,BKR,CALIFORNIA AVE SW 0450 BLOCK W SIDE ( 110) 110 FT S/O SW OREGON ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,03/01/2016 12:00:00 AM +0000, , , , ,GOOD,,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.56258301400004, -122.38691353799999)",-122.38691353919701,47.562583013847593
396,518587,16,15319,136,-30,BKR-1553,BKR,N 36TH ST 0045 BLOCK S SIDE ( 136) 136 FT E/O FRANCIS AVE N                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.65180896800007, -122.35292938699996)",-122.352929388492001,47.651808967835294
397,518561,16,10023,34,-27,BKR-475,BKR,DENNY WAY 0130 BLOCK S SIDE (  17) 17 FT E/O STEWART ST                                                                                                                                                                                                        ,SGL,4,N,GALV,PCC,10/16/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,,S,SDOT,INSVC,DISTRICT7, ,N,,"(47.61840510400003, -122.33060239599996)",-122.330602397472006,47.618405103484292
398,518588,16,15319,99,-30,BKR-1554,BKR,N 36TH ST 0045 BLOCK S SIDE (  99) 99 FT E/O FRANCIS AVE N                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.651841055000034, -122.35307095799999)",-122.353070959771003,47.651841054925399
399,518102,16,17275,170,-22,BKR-1568,BKR,NE 65TH ST 0220 BLOCK S SIDE ( 157) 81 FT W/O 23RD AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67571528900004, -122.30312611499994)",-122.303126116179001,47.675715289211098
400,518590,16,15319,177,32,BKR-1692,BKR,N 36TH ST 0045 BLOCK N SIDE ( 167) 69 FT W/O DAYTON AVE N                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,10/03/2003 12:00:00 AM +0000,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.65193455900004, -122.35269251199998)",-122.352692513166005,47.651934559310597
401,518831,16,17262,65,29,BKR-2456,BKR,NE 65TH ST 0100 BLOCK N SIDE (  49) 49 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67590661100007, -122.31709847999997)",-122.317098481112012,47.675906610727004
402,518835,16,17262,327,29,BKR-806,BKR,NE 65TH ST 0100 BLOCK N SIDE ( 311) 74 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,OTHER,PCC,,SUFMT,NONE, , ,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67589764400003, -122.316037301)",-122.316037302851001,47.675897643874301
403,518591,16,15319,150,32,BKR-403,BKR,N 36TH ST 0045 BLOCK N SIDE ( 140) 96 FT W/O DAYTON AVE N                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,10/03/2003 12:00:00 AM +0000,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.65195797500007, -122.35279582099997)",-122.352795822284008,47.651957974576099
404,517572,16,9073,31,-29,BKR-1368,BKR,BATTERY ST 0010 BLOCK SE SIDE (   4) 4 FT NE/O 1ST AVE                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SE,SDOT,INSVC,DISTRICT7, ,N,,"(47.614155561000075, -122.34764218299995)",-122.347642184327,47.614155561185299
405,518832,16,17262,319,-29,BKR-477,BKR,NE 65TH ST 0100 BLOCK S SIDE ( 304) 90 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,09/22/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67573892400003, -122.31607265099996)",-122.316072652257006,47.675738924248293
406,517582,16,15300,274,-29,BKR-2115,BKR,N 35TH ST 0060 BLOCK S SIDE ( 250) 0 FT W/O FREMONT AVE N                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,FAIR,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.650487776000034, -122.35027584099998)",-122.350275842567996,47.650487775520801
407,574245,16,17259,62,-26,BKR-3037,BKR,NE 65TH ST 0080 BLOCK S SIDE (  42) 42 FT E/O 8TH AVE NE                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,10/10/2011 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-RLRCK,GOOD,,S,SDOT,PLANNED,DISTRICT4, ,N,,"(47.67577873000005, -122.31980420899998)",-122.319804210165003,47.675778729653203
408,518290,16,9553,505,-34,BKR-2317,BKR,CALIFORNIA AVE SW 0450 BLOCK W SIDE ( 495) 137 FT N/O SW ALASKA ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.56152840800007, -122.38691516699998)",-122.386915168255015,47.561528407632196
409,517583,16,15300,114,-29,BKR-2117,BKR,N 35TH ST 0060 BLOCK S SIDE (  90) 90 FT E/O EVANSTON AVE N                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.65059318400006, -122.35087371599997)",-122.35087371761901,47.650593184070601
410,517581,16,15300,165,29,BKR-1550,BKR,N 35TH ST 0060 BLOCK N SIDE ( 152) 152 FT E/O EVANSTON AVE N                                                                                                                                                                                                   ,SGL,4,N,GALV,OTHER,,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.65071799000003, -122.35062095699999)",-122.350620958723994,47.650717990351303
411,517758,16,12903,198.5,29,BKR-1304,BKR,STEWART ST 0060 BLOCK NW SIDE (177.) 104 FT SW/O 7TH AVE                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61408369000003, -122.33657474899996)",-122.336574749928999,47.6140836897886
412,591261,16,11536,360,-27,BKR-3165,BKR,M L KING JR WR WAY S 0450 BLOCK W SIDE ( 337) 32 FT N/O S SNOQUALMIE ST                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,10/25/2012 12:00:00 AM +0000,SUFMT, ,SDOT,BKR-RLRCK,GOOD,10/16/2012 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.561891881000065, -122.29428081699996)",-122.294280818178009,47.561891881250595
413,518691,16,3602,33,31,BKR-1859,BKR,24TH AVE NW 0700 BLOCK W SIDE (  20) 20 FT N/O NW 70TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,03/17/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/12/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.67959595500008, -122.38766843599996)",-122.387668436883004,47.679595955261398
414,645089,16,3602,43,31,BKR-3716,BKR,24TH AVE NW 0700 BLOCK W SIDE (  30) 30 FT N/O NW 70TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,07/01/2016 12:00:00 AM +0000, , , , ,GOOD,07/01/2016 12:00:00 AM +0000,W, ,INSVC,DISTRICT6, ,N,,"(47.67962330900008, -122.38766854799997)",-122.387668549564012,47.679623309045397
415,518100,16,17273,127,-23,BKR-809,BKR,NE 65TH ST 0210 BLOCK S SIDE ( 127) 44 FT W/O 22ND AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/16/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67571384000007, -122.30465324899995)",-122.304653249884012,47.675713840468092
416,640579,16,3594,93,34,BKR-3697,BKR,24TH AVE NW 0590 BLOCK W SIDE (  80) 80 FT N/O NW 59TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,02/29/2016 12:00:00 AM +0000, , , , ,GOOD,,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.67189906800007, -122.38772520299995)",-122.387725204399999,47.671899068314893
417,640949,16,17259,50,-26,BKR-3701,BKR,NE 65TH ST 0080 BLOCK S SIDE (  30) 30 FT E/O 8TH AVE NE                                                                                                                                                                                                       ,CLSTR,4,N,GALV,PCC,03/02/2016 12:00:00 AM +0000, , , , ,GOOD,,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.675779136000074, -122.31985263299998)",-122.319852634152994,47.675779135508996
418,518834,16,17262,370,-29,BKR-520,BKR,NE 65TH ST 0100 BLOCK S SIDE ( 355) 39 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,11/12/2000 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67573717800008, -122.31586608599997)",-122.315866087565013,47.675737177621201
